heuristics_version,animals_f1_score,architecture_f1_score,art_f1_score,chemistry_f1_score,culture_f1_score,diagrams_f1_score,events_f1_score,food_f1_score,geology_&_fossils_f1_score,history_f1_score,landscapes_f1_score,literature_f1_score,logos_&_symbols_f1_score,maps_&_flags_f1_score,mathematics_f1_score,medicine_&_health_f1_score,monuments_&_memorials_f1_score,music_f1_score,nature_f1_score,people_f1_score,places_f1_score,plants_f1_score,stem_f1_score,society_f1_score,space_f1_score,sports_f1_score,technology_&_engineering_f1_score,transportation_f1_score,macro_avg_f1_score,micro_avg_f1_score,samples_avg_f1_score,weighted_avg_f1_score,animals_precision,architecture_precision,art_precision,chemistry_precision,culture_precision,diagrams_precision,events_precision,food_precision,geology_&_fossils_precision,history_precision,landscapes_precision,literature_precision,logos_&_symbols_precision,maps_&_flags_precision,mathematics_precision,medicine_&_health_precision,monuments_&_memorials_precision,music_precision,nature_precision,people_precision,places_precision,plants_precision,stem_precision,society_precision,space_precision,sports_precision,technology_&_engineering_precision,transportation_precision,macro_avg_precision,micro_avg_precision,samples_avg_precision,weighted_avg_precision,animals_recall,architecture_recall,art_recall,chemistry_recall,culture_recall,diagrams_recall,events_recall,food_recall,geology_&_fossils_recall,history_recall,landscapes_recall,literature_recall,logos_&_symbols_recall,maps_&_flags_recall,mathematics_recall,medicine_&_health_recall,monuments_&_memorials_recall,music_recall,nature_recall,people_recall,places_recall,plants_recall,stem_recall,society_recall,space_recall,sports_recall,technology_&_engineering_recall,transportation_recall,macro_avg_recall,micro_avg_recall,samples_avg_recall,weighted_avg_recall,animals_support,architecture_support,art_support,chemistry_support,culture_support,diagrams_support,events_support,food_support,geology_&_fossils_support,history_support,landscapes_support,literature_support,logos_&_symbols_support,maps_&_flags_support,mathematics_support,medicine_&_health_support,monuments_&_memorials_support,music_support,nature_support,people_support,places_support,plants_support,stem_support,society_support,space_support,sports_support,technology_&_engineering_support,transportation_support,macro_avg_support,micro_avg_support,samples_avg_support,weighted_avg_support
head+embedding25+depth+lookahead,0.5161290322580646,0.4719101123595506,0.2535211267605634,0.19672131147540986,0.4114583333333333,0.5084745762711865,0.2352941176470588,0.7999999999999999,0.48484848484848486,0.24000000000000002,0.37499999999999994,0.368421052631579,0.42857142857142855,0.5555555555555556,0.24615384615384614,0.4166666666666667,0.41379310344827586,0.4799999999999999,0.28571428571428575,0.3817663817663818,0.6483516483516484,0.33333333333333337,0.5626740947075208,0.5164556962025316,0.33333333333333326,0.7027027027027025,0.08450704225352113,0.45833333333333326,0.41820323570284273,0.4133738601823708,0.4238671578802803,0.460663781756487,0.42105263157894735,0.35,0.16981132075471697,0.11538461538461539,0.2607260726072607,0.6,0.15,0.7272727272727273,0.34782608695652173,0.15254237288135594,0.6,0.2413793103448276,1.0,0.7142857142857143,0.14545454545454545,0.3125,0.375,0.42857142857142855,0.17266187050359713,0.24187725631768953,0.5841584158415841,1.0,0.4089068825910931,0.35051546391752575,0.3,0.5652173913043478,0.045,0.3235294117647059,0.39655976851190017,0.281638288080994,0.3312702842519356,0.37620119945984265,0.6666666666666666,0.7241379310344828,0.5,0.6666666666666666,0.9753086419753086,0.4411764705882353,0.5454545454545454,0.8888888888888888,0.8,0.5625,0.2727272727272727,0.7777777777777778,0.2727272727272727,0.45454545454545453,0.8,0.625,0.46153846153846156,0.5454545454545454,0.8275862068965517,0.9054054054054054,0.7283950617283951,0.2,0.9017857142857143,0.9807692307692307,0.375,0.9285714285714286,0.6923076923076923,0.7857142857142857,0.6537894864901529,0.7766497461928934,0.7627020532983836,0.7766497461928934,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
head+embedding25+lookahead,0.15384615384615385,0.40816326530612246,0.2571428571428571,0.1754385964912281,0.4356435643564357,0.5,0.24000000000000002,0.7777777777777778,0.4444444444444444,0.2857142857142857,0.37499999999999994,0.35714285714285715,0.42857142857142855,0.5882352941176471,0.21052631578947367,0.15384615384615383,0.3703703703703704,0.45454545454545453,0.27083333333333337,0.527027027027027,0.6256983240223464,0.0,0.5573770491803279,0.5071225071225072,0.2105263157894737,0.6666666666666665,0.10810810810810811,0.46153846153846156,0.3768323790089622,0.4273430782459157,0.4146761665110289,0.45516120988902065,1.0,0.2898550724637681,0.17307692307692307,0.10416666666666667,0.2972972972972973,0.5769230769230769,0.15384615384615385,0.7777777777777778,0.3076923076923077,0.2631578947368421,0.6,0.2631578947368421,1.0,0.8333333333333334,0.1276595744680851,0.1111111111111111,0.35714285714285715,0.45454545454545453,0.19402985074626866,0.527027027027027,0.5714285714285714,0.0,0.44041450777202074,0.3603238866396761,0.18181818181818182,0.5454545454545454,0.05925925925925926,0.3157894736842105,0.3887960249874377,0.323146944083225,0.3587007156961285,0.4077206617272101,0.08333333333333333,0.6896551724137931,0.5,0.5555555555555556,0.8148148148148148,0.4411764705882353,0.5454545454545454,0.7777777777777778,0.8,0.3125,0.2727272727272727,0.5555555555555556,0.2727272727272727,0.45454545454545453,0.6,0.25,0.38461538461538464,0.45454545454545453,0.4482758620689655,0.527027027027027,0.691358024691358,0.0,0.7589285714285714,0.8557692307692307,0.25,0.8571428571428571,0.6153846153846154,0.8571428571428571,0.5223576110824976,0.6307106598984772,0.6292922673656618,0.6307106598984772,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
head+embedding25+lookahead+depth,0.5161290322580646,0.4719101123595506,0.2608695652173913,0.19672131147540986,0.4114583333333333,0.5084745762711865,0.2352941176470588,0.7999999999999999,0.48484848484848486,0.24000000000000002,0.37499999999999994,0.368421052631579,0.42857142857142855,0.5555555555555556,0.24615384615384614,0.43478260869565216,0.41379310344827586,0.4799999999999999,0.28571428571428575,0.3817663817663818,0.6483516483516484,0.33333333333333337,0.5626740947075208,0.5164556962025316,0.20689655172413796,0.7027027027027025,0.08450704225352113,0.45833333333333326,0.4145970785198648,0.4122600202088245,0.42340799750476804,0.4597319355326052,0.42105263157894735,0.35,0.17647058823529413,0.11538461538461539,0.2607260726072607,0.6,0.15,0.7272727272727273,0.34782608695652173,0.15254237288135594,0.6,0.2413793103448276,1.0,0.7142857142857143,0.14545454545454545,0.3333333333333333,0.375,0.42857142857142855,0.17266187050359713,0.24187725631768953,0.5841584158415841,1.0,0.4089068825910931,0.35051546391752575,0.14285714285714285,0.5652173913043478,0.045,0.3235294117647059,0.3919294022144378,0.28060522696011003,0.3309026854898414,0.37496946167326173,0.6666666666666666,0.7241379310344828,0.5,0.6666666666666666,0.9753086419753086,0.4411764705882353,0.5454545454545454,0.8888888888888888,0.8,0.5625,0.2727272727272727,0.7777777777777778,0.2727272727272727,0.45454545454545453,0.8,0.625,0.46153846153846156,0.5454545454545454,0.8275862068965517,0.9054054054054054,0.7283950617283951,0.2,0.9017857142857143,0.9807692307692307,0.375,0.9285714285714286,0.6923076923076923,0.7857142857142857,0.6537894864901529,0.7766497461928934,0.7627020532983836,0.7766497461928934,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
head+embedding30,0.0,0.4423076923076923,0.16363636363636364,0.17910447761194032,0.4142011834319526,0.49275362318840576,0.1935483870967742,0.7000000000000001,0.45714285714285713,0.15873015873015875,0.37499999999999994,0.10526315789473684,0.5333333333333333,0.5555555555555556,0.11764705882352941,0.25,0.3571428571428571,0.5217391304347826,0.14342629482071714,0.5714285714285715,0.6467661691542288,0.0,0.5380434782608695,0.5142857142857143,0.13333333333333333,0.6857142857142857,0.10426540284360189,0.48,0.351227467363295,0.36650246305418716,0.38400304041369737,0.44124175702083185,0.0,0.30666666666666664,0.09782608695652174,0.10344827586206896,0.2723735408560311,0.4857142857142857,0.11764705882352941,0.6363636363636364,0.32,0.09554140127388536,0.6,0.05714285714285714,1.0,0.7142857142857143,0.06422018348623854,0.16666666666666666,0.3333333333333333,0.5,0.08108108108108109,0.5106382978723404,0.5416666666666666,0.0,0.38671875,0.36585365853658536,0.09090909090909091,0.5714285714285714,0.05555555555555555,0.3333333333333333,0.3145862397433807,0.2472308373947718,0.30783267471071035,0.3562332737193632,0.0,0.7931034482758621,0.5,0.6666666666666666,0.8641975308641975,0.5,0.5454545454545454,0.7777777777777778,0.8,0.46875,0.2727272727272727,0.6666666666666666,0.36363636363636365,0.45454545454545453,0.7,0.5,0.38461538461538464,0.5454545454545454,0.6206896551724138,0.6486486486486487,0.8024691358024691,0.0,0.8839285714285714,0.8653846153846154,0.25,0.8571428571428571,0.8461538461538461,0.8571428571428571,0.5869698515557505,0.7081218274111675,0.7060288335517693,0.7081218274111675,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
head+embedding30+depth,0.2711864406779661,0.44897959183673475,0.16071428571428573,0.16901408450704225,0.4082687338501292,0.5070422535211269,0.17142857142857146,0.761904761904762,0.3636363636363636,0.18348623853211007,0.37499999999999994,0.11570247933884298,0.5333333333333333,0.5263157894736842,0.10596026490066225,0.31999999999999995,0.3571428571428571,0.5925925925925926,0.17704918032786884,0.5079365079365079,0.48666666666666664,0.33333333333333337,0.5304136253041363,0.5037406483790524,0.16216216216216217,0.7027027027027025,0.08396946564885498,0.4444444444444444,0.3680045492605997,0.35214827295703455,0.3737765196125749,0.42712110384565716,0.1702127659574468,0.3188405797101449,0.09574468085106383,0.0967741935483871,0.2581699346405229,0.4864864864864865,0.1016949152542373,0.6666666666666666,0.23529411764705882,0.10752688172043011,0.6,0.0625,1.0,0.625,0.05673758865248227,0.23529411764705882,0.3333333333333333,0.5,0.09782608695652174,0.41739130434782606,0.3333333333333333,1.0,0.36454849498327757,0.3400673400673401,0.10344827586206896,0.5652173913043478,0.04417670682730924,0.3,0.33986732842133377,0.2261089073205914,0.2793020674045754,0.33249224567212915,0.6666666666666666,0.7586206896551724,0.5,0.6666666666666666,0.9753086419753086,0.5294117647058824,0.5454545454545454,0.8888888888888888,0.8,0.625,0.2727272727272727,0.7777777777777778,0.36363636363636365,0.45454545454545453,0.8,0.5,0.38461538461538464,0.7272727272727273,0.9310344827586207,0.6486486486486487,0.9012345679012346,0.2,0.9732142857142857,0.9711538461538461,0.375,0.9285714285714286,0.8461538461538461,0.8571428571428571,0.673883814558317,0.7956852791878173,0.7804172127566622,0.7956852791878173,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
head+embedding30+depth+lookahead,0.2807017543859649,0.44897959183673475,0.1754385964912281,0.16901408450704225,0.4082687338501292,0.5070422535211269,0.17142857142857146,0.761904761904762,0.3636363636363636,0.18433179723502305,0.37499999999999994,0.11570247933884298,0.5333333333333333,0.5263157894736842,0.10596026490066225,0.31999999999999995,0.3571428571428571,0.5925925925925926,0.1776315789473684,0.37762237762237766,0.4882943143812709,0.33333333333333337,0.5317073170731708,0.504950495049505,0.16216216216216217,0.7027027027027025,0.08461538461538462,0.4444444444444444,0.36443778342537986,0.347469220246238,0.37165731569472304,0.4159420138672318,0.17777777777777778,0.3188405797101449,0.10416666666666667,0.0967741935483871,0.2581699346405229,0.4864864864864865,0.1016949152542373,0.6666666666666666,0.23529411764705882,0.10810810810810811,0.6,0.0625,1.0,0.625,0.05673758865248227,0.23529411764705882,0.3333333333333333,0.5,0.09818181818181818,0.25471698113207547,0.3348623853211009,1.0,0.36577181208053694,0.34,0.10344827586206896,0.5652173913043478,0.044534412955465584,0.3,0.3347706272491552,0.22148587373561213,0.276333552738813,0.3178880616074889,0.6666666666666666,0.7586206896551724,0.5555555555555556,0.6666666666666666,0.9753086419753086,0.5294117647058824,0.5454545454545454,0.8888888888888888,0.8,0.625,0.2727272727272727,0.7777777777777778,0.36363636363636365,0.45454545454545453,0.8,0.5,0.38461538461538464,0.7272727272727273,0.9310344827586207,0.7297297297297297,0.9012345679012346,0.2,0.9732142857142857,0.9807692307692307,0.375,0.9285714285714286,0.8461538461538461,0.8571428571428571,0.6791071010316035,0.8058375634517766,0.7883173146934613,0.8058375634517766,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
head+embedding30+lookahead,0.2857142857142857,0.4423076923076923,0.17857142857142855,0.17910447761194032,0.4142011834319526,0.49275362318840576,0.1935483870967742,0.7000000000000001,0.45714285714285713,0.17241379310344826,0.37499999999999994,0.13043478260869565,0.5333333333333333,0.5555555555555556,0.1414141414141414,0.25,0.3571428571428571,0.4615384615384615,0.14574898785425103,0.4878048780487805,0.6467661691542288,0.0,0.5424657534246576,0.49066666666666664,0.13333333333333333,0.6857142857142857,0.10945273631840798,0.48,0.35864748822415865,0.3701233744581527,0.38228900820856965,0.4360676973467504,1.0,0.30666666666666664,0.10638297872340426,0.10344827586206896,0.2723735408560311,0.4857142857142857,0.11764705882352941,0.6363636363636364,0.32,0.1056338028169014,0.6,0.07228915662650602,1.0,0.7142857142857143,0.07865168539325842,0.16666666666666666,0.3333333333333333,0.4,0.08256880733944955,0.4444444444444444,0.5416666666666666,0.0,0.391304347826087,0.33948339483394835,0.09090909090909091,0.5714285714285714,0.05851063829787234,0.3333333333333333,0.3454680749004095,0.2510176390773406,0.3068643260359396,0.3620859477428776,0.16666666666666666,0.7931034482758621,0.5555555555555556,0.6666666666666666,0.8641975308641975,0.5,0.5454545454545454,0.7777777777777778,0.8,0.46875,0.2727272727272727,0.6666666666666666,0.36363636363636365,0.45454545454545453,0.7,0.5,0.38461538461538464,0.5454545454545454,0.6206896551724138,0.5405405405405406,0.8024691358024691,0.0,0.8839285714285714,0.8846153846153846,0.25,0.8571428571428571,0.8461538461538461,0.8571428571428571,0.5917321688180678,0.7043147208121827,0.7011868355905053,0.7043147208121827,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
head+embedding30+lookahead+depth,0.2807017543859649,0.44897959183673475,0.1754385964912281,0.16901408450704225,0.4082687338501292,0.5070422535211269,0.17142857142857146,0.761904761904762,0.3636363636363636,0.18433179723502305,0.37499999999999994,0.11666666666666665,0.5333333333333333,0.5263157894736842,0.10596026490066225,0.3333333333333333,0.3571428571428571,0.5517241379310345,0.1776315789473684,0.37762237762237766,0.4882943143812709,0.33333333333333337,0.5317073170731708,0.504950495049505,0.16216216216216217,0.7027027027027025,0.08461538461538462,0.4444444444444444,0.3634888214967941,0.347469220246238,0.3715663006954511,0.4155178912166479,0.17777777777777778,0.3188405797101449,0.10416666666666667,0.0967741935483871,0.2581699346405229,0.4864864864864865,0.1016949152542373,0.6666666666666666,0.23529411764705882,0.10810810810810811,0.6,0.06306306306306306,1.0,0.625,0.05673758865248227,0.25,0.3333333333333333,0.4444444444444444,0.09818181818181818,0.25471698113207547,0.3348623853211009,1.0,0.36577181208053694,0.34,0.10344827586206896,0.5652173913043478,0.044534412955465584,0.3,0.3333318197441712,0.22148587373561213,0.2762562090834877,0.31726826911418937,0.6666666666666666,0.7586206896551724,0.5555555555555556,0.6666666666666666,0.9753086419753086,0.5294117647058824,0.5454545454545454,0.8888888888888888,0.8,0.625,0.2727272727272727,0.7777777777777778,0.36363636363636365,0.45454545454545453,0.8,0.5,0.38461538461538464,0.7272727272727273,0.9310344827586207,0.7297297297297297,0.9012345679012346,0.2,0.9732142857142857,0.9807692307692307,0.375,0.9285714285714286,0.8461538461538461,0.8571428571428571,0.6791071010316035,0.8058375634517766,0.7883173146934613,0.8058375634517766,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
head+lookahead,0.0,0.1081081081081081,0.29411764705882354,0.3157894736842105,0.3833333333333333,0.5416666666666667,0.2105263157894737,0.1818181818181818,0.56,0.18181818181818182,0.37499999999999994,0.25,0.42857142857142855,0.5882352941176471,0.14285714285714288,0.0,0.4,0.14285714285714288,0.0,0.3400000000000001,0.47933884297520657,0.0,0.3926380368098159,0.44171779141104295,0.0,0.4210526315789473,0.0,0.43750000000000006,0.2720337935519769,0.3528399311531841,0.2649652929469443,0.3398331562720468,0.0,0.25,0.3125,0.3,0.5897435897435898,0.9285714285714286,0.25,0.5,0.4666666666666667,0.3333333333333333,0.6,0.2857142857142857,1.0,0.8333333333333334,0.25,0.0,0.4166666666666667,0.3333333333333333,0.0,0.6538461538461539,0.725,0.0,0.6274509803921569,0.6101694915254238,0.0,0.8,0.0,0.3888888888888889,0.40911493400054505,0.5481283422459893,0.2874472113004223,0.5278002766459984,0.0,0.06896551724137931,0.2777777777777778,0.3333333333333333,0.2839506172839506,0.38235294117647056,0.18181818181818182,0.1111111111111111,0.7,0.125,0.2727272727272727,0.2222222222222222,0.2727272727272727,0.45454545454545453,0.1,0.0,0.38461538461538464,0.09090909090909091,0.0,0.22972972972972974,0.35802469135802467,0.0,0.2857142857142857,0.34615384615384615,0.0,0.2857142857142857,0.0,0.5,0.22383546486282405,0.26015228426395937,0.2768093781855249,0.26015228426395937,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
head+lookahead+depth,0.5,0.4533333333333333,0.26086956521739135,0.45161290322580644,0.5,0.5714285714285713,0.23076923076923073,0.7999999999999999,0.38095238095238093,0.2736842105263158,0.37499999999999994,0.3428571428571429,0.5333333333333333,0.5555555555555556,0.5161290322580645,0.39999999999999997,0.4848484848484849,0.43478260869565216,0.33684210526315794,0.504950495049505,0.6666666666666667,0.33333333333333337,0.6375838926174497,0.5914634146341464,0.48,0.7027027027027025,0.11428571428571428,0.4905660377358491,0.46155538268892105,0.49933598937583,0.5102840258441417,0.5180175972517183,0.625,0.3695652173913043,0.16216216216216217,0.3181818181818182,0.36065573770491804,0.9333333333333333,0.14634146341463414,0.7272727272727273,0.25,0.20634920634920634,0.6,0.23076923076923078,1.0,0.7142857142857143,0.38095238095238093,0.2727272727272727,0.4,0.4166666666666667,0.24242424242424243,0.3984375,0.5641025641025641,1.0,0.510752688172043,0.4330357142857143,0.35294117647058826,0.5652173913043478,0.07017543859649122,0.3333333333333333,0.449452963567882,0.3834126444595513,0.45374077163067994,0.4521269575143486,0.4166666666666667,0.5862068965517241,0.6666666666666666,0.7777777777777778,0.8148148148148148,0.4117647058823529,0.5454545454545454,0.8888888888888888,0.8,0.40625,0.2727272727272727,0.6666666666666666,0.36363636363636365,0.45454545454545453,0.8,0.75,0.6153846153846154,0.45454545454545453,0.5517241379310345,0.6891891891891891,0.8148148148148148,0.2,0.8482142857142857,0.9326923076923077,0.75,0.9285714285714286,0.3076923076923077,0.9285714285714286,0.6301238103709307,0.7157360406091371,0.7154252220765983,0.7157360406091371,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
head+lookahead+depth+embedding,0.5,0.4383561643835616,0.23655913978494625,0.5185185185185185,0.44712990936555896,0.56,0.23076923076923073,0.7999999999999999,0.5000000000000001,0.28260869565217395,0.37499999999999994,0.3428571428571429,0.5333333333333333,0.5882352941176471,0.5161290322580645,0.4166666666666667,0.4848484848484849,0.41666666666666663,0.35955056179775285,0.37966101694915255,0.6464646464646465,0.33333333333333337,0.6101694915254238,0.5268817204301075,0.2857142857142857,0.7027027027027025,0.11494252873563218,0.4897959183673469,0.4513176601872279,0.46311475409836067,0.4712068950238917,0.48659131974745135,0.625,0.36363636363636365,0.14666666666666667,0.3888888888888889,0.296,0.875,0.14634146341463414,0.7272727272727273,0.36363636363636365,0.21666666666666667,0.6,0.23076923076923078,1.0,0.8333333333333334,0.38095238095238093,0.3125,0.4,0.38461538461538464,0.26666666666666666,0.25339366515837103,0.5470085470085471,1.0,0.4918032786885246,0.3656716417910448,0.23076923076923078,0.5652173913043478,0.06756756756756757,0.34285714285714286,0.44365123577371735,0.34200968523002423,0.4027456743053073,0.41949466429818716,0.4166666666666667,0.5517241379310345,0.6111111111111112,0.7777777777777778,0.9135802469135802,0.4117647058823529,0.5454545454545454,0.8888888888888888,0.8,0.40625,0.2727272727272727,0.6666666666666666,0.36363636363636365,0.45454545454545453,0.8,0.625,0.6153846153846154,0.45454545454545453,0.5517241379310345,0.7567567567567568,0.7901234567901234,0.2,0.8035714285714286,0.9423076923076923,0.375,0.9285714285714286,0.38461538461538464,0.8571428571428571,0.6130548946720891,0.7170050761421319,0.7128258336973933,0.7170050761421319,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
head+lookahead+depth+embedding10,0.5,0.45945945945945943,0.25806451612903225,0.45161290322580644,0.5056603773584906,0.5714285714285713,0.23076923076923073,0.7999999999999999,0.38095238095238093,0.2736842105263158,0.37499999999999994,0.3428571428571429,0.5333333333333333,0.5555555555555556,0.5161290322580645,0.39999999999999997,0.47058823529411764,0.43478260869565216,0.33684210526315794,0.504950495049505,0.6700507614213198,0.33333333333333337,0.64,0.5896656534954406,0.48,0.7027027027027025,0.136986301369863,0.48148148148148157,0.46199608542714127,0.5002205558006176,0.511218005218488,0.5191926562415381,0.625,0.37777777777777777,0.16,0.3181818181818182,0.3641304347826087,0.9333333333333333,0.14634146341463414,0.7272727272727273,0.25,0.20634920634920634,0.6,0.23076923076923078,1.0,0.7142857142857143,0.38095238095238093,0.2727272727272727,0.38095238095238093,0.4166666666666667,0.24242424242424243,0.3984375,0.5689655172413793,1.0,0.5106382978723404,0.4311111111111111,0.35294117647058826,0.5652173913043478,0.08333333333333333,0.325,0.44938603490082485,0.38336713995943206,0.4532650665678189,0.4527213629374369,0.4166666666666667,0.5862068965517241,0.6666666666666666,0.7777777777777778,0.8271604938271605,0.4117647058823529,0.5454545454545454,0.8888888888888888,0.8,0.40625,0.2727272727272727,0.6666666666666666,0.36363636363636365,0.45454545454545453,0.8,0.75,0.6153846153846154,0.45454545454545453,0.5517241379310345,0.6891891891891891,0.8148148148148148,0.2,0.8571428571428571,0.9326923076923077,0.75,0.9285714285714286,0.38461538461538464,0.9285714285714286,0.6336308577767875,0.7195431472081218,0.720012378039901,0.7195431472081218,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
head+lookahead+depth+embedding15,0.5,0.4657534246575343,0.2340425531914894,0.42424242424242425,0.4839857651245552,0.5714285714285713,0.22222222222222218,0.7368421052631577,0.38095238095238093,0.2736842105263158,0.37499999999999994,0.3428571428571429,0.5333333333333333,0.5555555555555556,0.5161290322580645,0.34285714285714286,0.47058823529411764,0.43478260869565216,0.3655913978494624,0.49760765550239233,0.6633165829145728,0.33333333333333337,0.6378737541528238,0.5825825825825826,0.48,0.7027027027027025,0.14084507042253522,0.4905660377358491,0.4556669937734255,0.4939130434782608,0.5033130830933824,0.5135784817836351,0.625,0.38636363636363635,0.14473684210526316,0.2916666666666667,0.34,0.9333333333333333,0.13953488372093023,0.7,0.25,0.20634920634920634,0.6,0.23076923076923078,1.0,0.7142857142857143,0.38095238095238093,0.2222222222222222,0.38095238095238093,0.4166666666666667,0.265625,0.3851851851851852,0.559322033898305,1.0,0.5079365079365079,0.42358078602620086,0.35294117647058826,0.5652173913043478,0.08620689655172414,0.3333333333333333,0.44436362411049385,0.37566137566137564,0.44231050125545535,0.4464218469211993,0.4166666666666667,0.5862068965517241,0.6111111111111112,0.7777777777777778,0.8395061728395061,0.4117647058823529,0.5454545454545454,0.7777777777777778,0.8,0.40625,0.2727272727272727,0.6666666666666666,0.36363636363636365,0.45454545454545453,0.8,0.75,0.6153846153846154,0.45454545454545453,0.5862068965517241,0.7027027027027027,0.8148148148148148,0.2,0.8571428571428571,0.9326923076923077,0.75,0.9285714285714286,0.38461538461538464,0.9285714285714286,0.6298335465082119,0.7208121827411168,0.720623998835008,0.7208121827411168,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
head+lookahead+depth+embedding20,0.5,0.4657534246575343,0.2417582417582418,0.5,0.4518072289156626,0.5714285714285713,0.23076923076923073,0.7000000000000001,0.5000000000000001,0.2978723404255319,0.37499999999999994,0.3428571428571429,0.5333333333333333,0.5555555555555556,0.5333333333333333,0.4166666666666667,0.47058823529411764,0.43478260869565216,0.3655913978494624,0.3728813559322034,0.6564102564102564,0.33333333333333337,0.625,0.522911051212938,0.3,0.7027027027027025,0.1176470588235294,0.4897959183673469,0.4502778210115124,0.46810273405136704,0.47344751882414843,0.49011969837459846,0.625,0.38636363636363635,0.1506849315068493,0.3684210526315789,0.29880478087649404,0.9333333333333333,0.14634146341463414,0.6363636363636364,0.36363636363636365,0.22580645161290322,0.6,0.23076923076923078,1.0,0.7142857142857143,0.4,0.3125,0.38095238095238093,0.4166666666666667,0.265625,0.248868778280543,0.5614035087719298,1.0,0.5113636363636364,0.36329588014981273,0.25,0.5652173913043478,0.07272727272727272,0.34285714285714286,0.44183172331671816,0.34747847478474786,0.406342587076532,0.42480362823297274,0.4166666666666667,0.5862068965517241,0.6111111111111112,0.7777777777777778,0.9259259259259259,0.4117647058823529,0.5454545454545454,0.7777777777777778,0.8,0.4375,0.2727272727272727,0.6666666666666666,0.36363636363636365,0.45454545454545453,0.8,0.625,0.6153846153846154,0.45454545454545453,0.5862068965517241,0.7432432432432432,0.7901234567901234,0.2,0.8035714285714286,0.9326923076923077,0.375,0.9285714285714286,0.3076923076923077,0.8571428571428571,0.6095333986038975,0.7170050761421319,0.7119084025047328,0.7170050761421319,12.0,29.0,18.0,9.0,81.0,34.0,11.0,9.0,10.0,32.0,11.0,9.0,11.0,11.0,10.0,8.0,13.0,11.0,29.0,74.0,81.0,10.0,112.0,104.0,8.0,14.0,13.0,14.0,788.0,788.0,788.0,788.0
